,name,type,study_title,group_id,study_type,description,has_placebo,has_drug,nums,trailings,trailings_stemmed,doses_obj,no_measure,units
458,GEn (XP13512/GSK1838262) 1200 mg,primary,"A Randomized, Double-Blind, Placebo-Controlled Study to Assess the Efficacy and Safety of XP13512 in Patients With Restless Legs Syndrome.",OG001,Parallel Assignment,"oral gen (gabapentin enacarbil) 1200 milligrams (mg) taken once daily. days 1 to 3: one extended release (er) tablet (600 mg gen). days 4 to 84: two er tablets (1200 mg gen). on day 85, participants entered a 7-day taper period. days 85 to 91: one er tablet (600 mg gen).",False,False,"[1200, 1, 3, 600, 4, 84, 1200, 85, 7, 85, 91, 600]","[['milligram', 'mg', 'taken'], ['200', 'milligram', 'mg'], [':', 'one', 'extend'], ['mg', 'gen', 'day'], ['to', '8'], [':', 'two', 'er'], ['milligram', 'mg', 'taken'], [',', 'particip', 'enter'], ['-day', 'taper', 'period'], [',', 'particip', 'enter'], [':', 'one', 'er'], ['mg', 'gen', 'day']]","[['milligram', 'mg', 'taken'], ['200', 'milligram', 'mg'], [':', 'one', 'extend'], ['mg', 'gen', 'day'], ['to', '8'], [':', 'two', 'er'], ['milligram', 'mg', 'taken'], [',', 'particip', 'enter'], ['-day', 'taper', 'period'], [',', 'particip', 'enter'], [':', 'one', 'er'], ['mg', 'gen', 'day']]","{1200: ['milligram', 'mg', 'taken'], 1: ['200', 'milligram', 'mg'], 600: ['mg', 'gen', 'day']}",Unknown,"{1200: 'mgmg', 1: 'mgmg', 600: 'mg'}"
459,GEn Placebo and DPH Placebo,primary,"A Randomized, Double Blind, Active- and Placebo-Controlled, Parallel Group Safety Study Assessing Simulated Driving Performance in XP13512-(GSK1838262) Treated Patients With Restless Legs Syndrome",OG000,Parallel Assignment,"oral gabapentin enacarbil (gen) placebo taken once daily. days 1 to 3: one placebo tablet. days 4 to 7: two placebo tablets. days 8 to 16: three placebo tablets. on day 16, participants also took two capsules of diphenhydramine (dph) placebo. on day 17, participants entered a 7-day taper period. days 17 to 20: two placebo tablets. days 21 to 23: one placebo tablet.",True,False,"[1, 3, 4, 7, 8, 16, 16, 17, 7, 17, 20, 21, 23]","[['to', '3:', 'one'], [':', 'one', 'placebo'], ['to', '7:', 'two'], [':', 'two', 'placebo'], ['to', '16:', 'three'], [':', 'three', 'placebo'], [':', 'three', 'placebo'], [',', 'particip', 'enter'], [':', 'two', 'placebo'], [',', 'particip', 'enter'], [':', 'two', 'placebo'], ['to', '23:', 'one'], [':', 'one', 'placebo']]","[['to', '3:', 'one'], [':', 'one', 'placebo'], ['to', '7:', 'two'], [':', 'two', 'placebo'], ['to', '16:', 'three'], [':', 'three', 'placebo'], [':', 'three', 'placebo'], [',', 'particip', 'enter'], [':', 'two', 'placebo'], [',', 'particip', 'enter'], [':', 'two', 'placebo'], ['to', '23:', 'one'], [':', 'one', 'placebo']]",{},Unknown,{}
460,GEn 1200 mg and DPH Placebo,primary,"A Randomized, Double Blind, Active- and Placebo-Controlled, Parallel Group Safety Study Assessing Simulated Driving Performance in XP13512-(GSK1838262) Treated Patients With Restless Legs Syndrome",OG001,Parallel Assignment,"oral gen (xp13512/gsk1838262) 1200 milligrams (mg) taken once daily. days 1 to 3: one extended release (er) tablet (600 mg gen). days 4 to 7: two er tablets (600 mg gen each). days 8 to 16: two er tablets (600 mg gen each) and one placebo tablet. on day 16, participants also took two capsules of dph placebo. on day 17, participants entered a 7-day taper period. days 17 to 20: one er tablet (600 mg gen) and one placebo tablet. days 21 to 23: one er tablet (600 mg gen).",True,False,"[13512, 1838262, 1200, 1, 3, 600, 4, 7, 600, 8, 16, 600, 16, 17, 7, 17, 20, 600, 21, 23, 600]","[['/gsk1838262', '1200', 'milligram'], ['', '1200', 'milligram'], ['milligram', 'mg', 'taken'], ['35'], ['512/gsk18'], ['mg', 'gen', 'day'], ['to', '7:', 'two'], [':', 'two', 'er'], ['mg', 'gen', 'day'], ['3'], [':', 'two', 'er'], ['mg', 'gen', 'day'], [':', 'two', 'er'], [',', 'particip', 'enter'], [':', 'two', 'er'], [',', 'particip', 'enter'], ['0', 'milligram', 'mg'], ['mg', 'gen', 'day'], ['to', '23:', 'one'], [':', 'one', 'er'], ['mg', 'gen', 'day']]","[['/gsk1838262', '1200', 'milligram'], ['', '1200', 'milligram'], ['milligram', 'mg', 'taken'], ['35'], ['512/gsk18'], ['mg', 'gen', 'day'], ['to', '7:', 'two'], [':', 'two', 'er'], ['mg', 'gen', 'day'], ['3'], [':', 'two', 'er'], ['mg', 'gen', 'day'], [':', 'two', 'er'], [',', 'particip', 'enter'], [':', 'two', 'er'], [',', 'particip', 'enter'], ['0', 'milligram', 'mg'], ['mg', 'gen', 'day'], ['to', '23:', 'one'], [':', 'one', 'er'], ['mg', 'gen', 'day']]","{13512: ['/gsk1838262', '1200', 'milligram'], 1838262: ['', '1200', 'milligram'], 1200: ['milligram', 'mg', 'taken'], 3: ['512/gsk18'], 600: ['mg', 'gen', 'day'], 20: ['0', 'milligram', 'mg']}",Unknown,"{13512: 'mg', 1838262: 'mg', 1200: 'mgmg', 3: '', 600: 'mg', 20: 'mgmg'}"
461,GEn 1800 mg and DPH Placebo,primary,"A Randomized, Double Blind, Active- and Placebo-Controlled, Parallel Group Safety Study Assessing Simulated Driving Performance in XP13512-(GSK1838262) Treated Patients With Restless Legs Syndrome",OG002,Parallel Assignment,"oral gen (xp13512/gsk1838262) 1800 mg taken once daily. days 1 to 3: one er tablet (600 mg gen). days 4 to 7: two er tablets (600 mg gen each). days 8 to 16: three er tablets (600 mg gen each). on day 16, participants also took two capsules of dph placebo. on day 17, participants entered a 7-day taper period. days 17 to 20: two er tablets (600 mg gen each) and one placebo tablet. days 21 to 23: one er tablet (600 mg gen).",True,False,"[13512, 1838262, 1800, 1, 3, 600, 4, 7, 600, 8, 16, 600, 16, 17, 7, 17, 20, 600, 21, 23, 600]","[['/gsk1838262', '1800', 'mg'], ['', '1800', 'mg'], ['mg', 'taken', 'onc'], ['35'], ['512/gsk18'], ['mg', 'gen', 'day'], ['to', '7:', 'two'], [':', 'two', 'er'], ['mg', 'gen', 'day'], ['3'], [':', 'three', 'er'], ['mg', 'gen', 'day'], [':', 'three', 'er'], [',', 'particip', 'enter'], [':', 'two', 'er'], [',', 'particip', 'enter'], [':', 'two', 'er'], ['mg', 'gen', 'day'], ['to', '23:', 'one'], [':', 'one', 'er'], ['mg', 'gen', 'day']]","[['/gsk1838262', '1800', 'mg'], ['', '1800', 'mg'], ['mg', 'taken', 'onc'], ['35'], ['512/gsk18'], ['mg', 'gen', 'day'], ['to', '7:', 'two'], [':', 'two', 'er'], ['mg', 'gen', 'day'], ['3'], [':', 'three', 'er'], ['mg', 'gen', 'day'], [':', 'three', 'er'], [',', 'particip', 'enter'], [':', 'two', 'er'], [',', 'particip', 'enter'], [':', 'two', 'er'], ['mg', 'gen', 'day'], ['to', '23:', 'one'], [':', 'one', 'er'], ['mg', 'gen', 'day']]","{13512: ['/gsk1838262', '1800', 'mg'], 1838262: ['', '1800', 'mg'], 1800: ['mg', 'taken', 'onc'], 3: ['512/gsk18'], 600: ['mg', 'gen', 'day']}",Unknown,"{13512: 'mg', 1838262: 'mg', 1800: 'mg', 3: '', 600: 'mg'}"
462,GEn Placebo and DPH 50 mg on Day 16,primary,"A Randomized, Double Blind, Active- and Placebo-Controlled, Parallel Group Safety Study Assessing Simulated Driving Performance in XP13512-(GSK1838262) Treated Patients With Restless Legs Syndrome",OG003,Parallel Assignment,"oral gen placebo taken once daily and oral dph 50 mg taken once on day 16. days 1 to 3: one placebo tablet. days 4 to 7: two placebo tablets. days 8 to 16: three placebo tablets. on day 16, participants also took two capsules of dph (25 mg dph each). on day 17, participants entered a 7-day taper period. days 17 to 20: two placebo tablets. days 21 to 23: one placebo tablet.",True,False,"[50, 16, 1, 3, 4, 7, 8, 16, 16, 25, 17, 7, 17, 20, 21, 23]","[['mg', 'taken', 'onc'], ['', 'day', '1'], ['6', 'day'], [':', 'one', 'placebo'], ['to', '7:', 'two'], [':', 'two', 'placebo'], ['to', '16:', 'three'], ['', 'day', '1'], ['', 'day', '1'], ['mg', 'dph', 'each'], [',', 'particip', 'enter'], [':', 'two', 'placebo'], [',', 'particip', 'enter'], [':', 'two', 'placebo'], ['to', '23:', 'one'], [':', 'one', 'placebo']]","[['mg', 'taken', 'onc'], ['', 'day', '1'], ['6', 'day'], [':', 'one', 'placebo'], ['to', '7:', 'two'], [':', 'two', 'placebo'], ['to', '16:', 'three'], ['', 'day', '1'], ['', 'day', '1'], ['mg', 'dph', 'each'], [',', 'particip', 'enter'], [':', 'two', 'placebo'], [',', 'particip', 'enter'], [':', 'two', 'placebo'], ['to', '23:', 'one'], [':', 'one', 'placebo']]","{50: ['mg', 'taken', 'onc'], 25: ['mg', 'dph', 'each']}",Unknown,"{50: 'mg', 25: 'mg'}"
463,Donepezil,primary,Donepezil Compared to Placebo in Patients With Chronic Neuropathic Pain,OG000,Parallel Assignment,"donepezil 5 mg every day

donepezil: donepezil 5 mg once daily for 6 weeks",False,False,"[5, 5, 6]","[['mg', 'everi', 'day'], ['mg', 'everi', 'day'], ['week']]","[['mg', 'everi', 'day'], ['mg', 'everi', 'day'], ['week']]","{5: ['mg', 'everi', 'day']}",Unknown,{5: 'mg'}
464,Placebo,primary,Donepezil Compared to Placebo in Patients With Chronic Neuropathic Pain,OG001,Parallel Assignment,"placebo (sugar pill) every day

placebo: placebo or sugar pill will be taken once daily for 6 weeks",True,False,[6],[['week']],[['week']],{},Unknown,{}
465,Observational,primary,Opioid-Free Shoulder Arthroplasty,OG000,Parallel Assignment,"the observational treatment group will not have any changes from your surgeon's normal pain management process. anesthesia will be utilized in a routine fashion with all routine perioperative medications. you will be discharged on routine postoperative medications including opioids, nsaids, and any other modalities typically used by the treating surgeon.",False,False,[],[],[],{},Unknown,{}
466,Non-Opioid Intervention,primary,Opioid-Free Shoulder Arthroplasty,OG001,Parallel Assignment,"oral dose of gabapentin and celecoxib (toradol if sulfa allergy) in the preop area. us-guided interscalene regional block without aid of opioid co-medication. intra-op management by anesthesia with non-opioid modalities but included one dose of iv acetaminophen during procedure. anesthetic modalities include, but not limited to, regional block, propofol, iv lidocaine, rocuronium/vecuronium, and sevoflurane/desflurane. if the attending anesthesiologist deems it necessary to dose with opioids during procedure, it will be recorded and reported. liposomal bupivacaine will be injected into the peri-articular soft tissues as an adjunct to the block. post op, cryotherapy, gabapentin, toradol. toradol will transition to celecoxib for the duration of the hospitalization (or meloxicam for patients with sulfa allergy). prn medications will include acetaminophen, as well as up to an additional 15mg of toradol per 6hr, depending on cr clearance.",False,False,"[15, 6]","[['mg', 'of', 'toradol'], ['hr,', 'depend', 'on']]","[['mg', 'of', 'toradol'], ['hr,', 'depend', 'on']]","{15: ['mg', 'of', 'toradol']}",Unknown,{15: 'mg'}
467,No Choice,primary,Patient-Driven Analgesic Protocol Selection for Post-Cesarean Pain Management,OG000,Parallel Assignment,"no choice given medium dose intrathecal morphine acetaminophen po q6h ibuprofen po q6h

no choice given: patients are randomized to getting a choice or not getting a choice. if they do not get a choice, they receive standard dose.

ibuprofen: ibuprofen 600mg po q6h

acetaminophen: acetaminophen 650mg po q6h

morphine (med): intrathecal morphine dose 150mcg",False,False,"[6, 6, 600, 6, 650, 6, 150]","[['h', 'ibuprofen', 'po'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h'], ['h', 'ibuprofen', 'po'], ['mcg']]","[['h', 'ibuprofen', 'po'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h'], ['h', 'ibuprofen', 'po'], ['mcg']]","{600: ['mg', 'po', 'q6h'], 650: ['mg', 'po', 'q6h']}",Unknown,"{600: 'mg', 650: 'mg'}"
468,Choice: Low Protocol,primary,Patient-Driven Analgesic Protocol Selection for Post-Cesarean Pain Management,OG001,Parallel Assignment,"choice given low dose intrathecal morphine acetaminophen po q6h ibuprofen po q6h

choice given: patients are randomized to getting a choice or not getting a choice. if they do get a choice, they will receive the protocol they select.

ibuprofen: ibuprofen 600mg po q6h

acetaminophen: acetaminophen 650mg po q6h

morphine (low): intrathecal morphine dose 50mcg",False,False,"[6, 6, 600, 6, 650, 6, 50]","[['h', 'ibuprofen', 'po'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h']]","[['h', 'ibuprofen', 'po'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h']]","{600: ['mg', 'po', 'q6h'], 650: ['mg', 'po', 'q6h'], 50: ['mg', 'po', 'q6h']}",Unknown,"{600: 'mg', 650: 'mg', 50: 'mg'}"
469,Choice: Medium Protocol,primary,Patient-Driven Analgesic Protocol Selection for Post-Cesarean Pain Management,OG002,Parallel Assignment,"choice given medium dose intrathecal morphine acetaminophen po q6h ibuprofen po q6h

choice given: patients are randomized to getting a choice or not getting a choice. if they do get a choice, they will receive the protocol they select.

ibuprofen: ibuprofen 600mg po q6h

acetaminophen: acetaminophen 650mg po q6h

morphine (med): intrathecal morphine dose 150mcg",False,False,"[6, 6, 600, 6, 650, 6, 150]","[['h', 'ibuprofen', 'po'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h'], ['h', 'ibuprofen', 'po'], ['mcg']]","[['h', 'ibuprofen', 'po'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h'], ['h', 'ibuprofen', 'po'], ['mcg']]","{600: ['mg', 'po', 'q6h'], 650: ['mg', 'po', 'q6h']}",Unknown,"{600: 'mg', 650: 'mg'}"
470,Choice: High Protocol,primary,Patient-Driven Analgesic Protocol Selection for Post-Cesarean Pain Management,OG003,Parallel Assignment,"choice given high dose intrathecal morphine acetaminophen po q6h ibuprofen po q6h gabapentin po one time dose

choice given: patients are randomized to getting a choice or not getting a choice. if they do get a choice, they will receive the protocol they select.

ibuprofen: ibuprofen 600mg po q6h

acetaminophen: acetaminophen 650mg po q6h

gabapentin: gabapentin 600mg po one time within 1 hour of delivery

morphine (high): intrathecal morphine 300mcg",False,False,"[6, 6, 600, 6, 650, 6, 600, 1, 300]","[['h', 'ibuprofen', 'po'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h'], ['hour', 'of', 'deliveri'], ['mcg']]","[['h', 'ibuprofen', 'po'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h'], ['hour', 'of', 'deliveri'], ['mcg']]","{600: ['mg', 'po', 'q6h'], 650: ['mg', 'po', 'q6h']}",Unknown,"{600: 'mg', 650: 'mg'}"
471,No Choice,primary,Patient-Driven Analgesic Protocol Selection for Post-Cesarean Pain Management,OG000,Parallel Assignment,"no choice given medium dose intrathecal morphine acetaminophen po q6h ibuprofen po q6h

no choice given: patients are randomized to getting a choice or not getting a choice. if they do not get a choice, they receive standard dose.

ibuprofen: ibuprofen 600mg po q6h

acetaminophen: acetaminophen 650mg po q6h

morphine (med): intrathecal morphine dose 150mcg",False,False,"[6, 6, 600, 6, 650, 6, 150]","[['h', 'ibuprofen', 'po'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h'], ['h', 'ibuprofen', 'po'], ['mcg']]","[['h', 'ibuprofen', 'po'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h'], ['h', 'ibuprofen', 'po'], ['mcg']]","{600: ['mg', 'po', 'q6h'], 650: ['mg', 'po', 'q6h']}",Unknown,"{600: 'mg', 650: 'mg'}"
472,Choice: Low Protocol,primary,Patient-Driven Analgesic Protocol Selection for Post-Cesarean Pain Management,OG001,Parallel Assignment,"choice given low dose intrathecal morphine acetaminophen po q6h ibuprofen po q6h

choice given: patients are randomized to getting a choice or not getting a choice. if they do get a choice, they will receive the protocol they select.

ibuprofen: ibuprofen 600mg po q6h

acetaminophen: acetaminophen 650mg po q6h

morphine (low): intrathecal morphine dose 50mcg",False,False,"[6, 6, 600, 6, 650, 6, 50]","[['h', 'ibuprofen', 'po'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h']]","[['h', 'ibuprofen', 'po'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h']]","{600: ['mg', 'po', 'q6h'], 650: ['mg', 'po', 'q6h'], 50: ['mg', 'po', 'q6h']}",Unknown,"{600: 'mg', 650: 'mg', 50: 'mg'}"
473,Choice: Medium Protocol,primary,Patient-Driven Analgesic Protocol Selection for Post-Cesarean Pain Management,OG002,Parallel Assignment,"choice given medium dose intrathecal morphine acetaminophen po q6h ibuprofen po q6h

choice given: patients are randomized to getting a choice or not getting a choice. if they do get a choice, they will receive the protocol they select.

ibuprofen: ibuprofen 600mg po q6h

acetaminophen: acetaminophen 650mg po q6h

morphine (med): intrathecal morphine dose 150mcg",False,False,"[6, 6, 600, 6, 650, 6, 150]","[['h', 'ibuprofen', 'po'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h'], ['h', 'ibuprofen', 'po'], ['mcg']]","[['h', 'ibuprofen', 'po'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h'], ['h', 'ibuprofen', 'po'], ['mcg']]","{600: ['mg', 'po', 'q6h'], 650: ['mg', 'po', 'q6h']}",Unknown,"{600: 'mg', 650: 'mg'}"
474,Choice: High Protocol,primary,Patient-Driven Analgesic Protocol Selection for Post-Cesarean Pain Management,OG003,Parallel Assignment,"choice given high dose intrathecal morphine acetaminophen po q6h ibuprofen po q6h gabapentin po one time dose

choice given: patients are randomized to getting a choice or not getting a choice. if they do get a choice, they will receive the protocol they select.

ibuprofen: ibuprofen 600mg po q6h

acetaminophen: acetaminophen 650mg po q6h

gabapentin: gabapentin 600mg po one time within 1 hour of delivery

morphine (high): intrathecal morphine 300mcg",False,False,"[6, 6, 600, 6, 650, 6, 600, 1, 300]","[['h', 'ibuprofen', 'po'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h'], ['hour', 'of', 'deliveri'], ['mcg']]","[['h', 'ibuprofen', 'po'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h'], ['h', 'ibuprofen', 'po'], ['mg', 'po', 'q6h'], ['hour', 'of', 'deliveri'], ['mcg']]","{600: ['mg', 'po', 'q6h'], 650: ['mg', 'po', 'q6h']}",Unknown,"{600: 'mg', 650: 'mg'}"
475,Study Drug CC 10004,primary,A Clinical Trial Of CC-10004 For The Treatment Of Vulvodynia,OG000,Single Group Assignment,study drug cc-10004 20mg taken orally twice a day for 12 weeks.,False,False,"[10004, 20, 12]","[['20mg', 'taken', 'oral'], ['mg', 'taken', 'oral'], ['week']]","[['20mg', 'taken', 'oral'], ['mg', 'taken', 'oral'], ['week']]","{20: ['mg', 'taken', 'oral']}",Unknown,{20: 'mg'}
476,Control Group (C),primary,Pregabalin for the Treatment of Pain After Posterior Spinal Fusions.,OG000,Parallel Assignment,patients in the control group will receive a placebo tablet with a sip of water one hour prior to surgery and a placebo tablet twice a day for a total of two weeks.,False,False,[],[],[],{},Unknown,{}
477,Pregabalin Group (P),primary,Pregabalin for the Treatment of Pain After Posterior Spinal Fusions.,OG001,Parallel Assignment,"patients in the treatment group will receive 150 mg of pregabalin with a sip of water one hour prior to surgery, and then 150 mg daily (75 mg bid) for a total of two weeks.",False,False,"[150, 150, 75]","[['mg', 'of', 'pregabalin'], ['mg', 'of', 'pregabalin'], ['mg', 'bid', 'for']]","[['mg', 'of', 'pregabalin'], ['mg', 'of', 'pregabalin'], ['mg', 'bid', 'for']]","{150: ['mg', 'of', 'pregabalin'], 75: ['mg', 'bid', 'for']}",Unknown,"{150: 'mg', 75: 'mg'}"
478,Lamotrigine vs Placebo,primary,Evaluation of Lamotrigine on Neuropathic Facial Pain Using fMRI,OG000,Crossover Assignment,"the drug lamotrigine will be given for 9 weeks prior to imaging session. a rescue drug, gabapentin, will be provided for pain control. patients will taper off the gabapentin 2 weeks before each scan date. placebo will be administered in another imaging session. patients will be required to maintain a pain diary during the study, documenting the perceived effects of the drug on the severity of their pain and keeping track of their subjective pain ratings day to day. patients will also complete the mcgill pain questionnaire at each visit.",True,False,"[9, 2]","[['week', 'prior', 'to'], ['week', 'befor', 'each']]","[['week', 'prior', 'to'], ['week', 'befor', 'each']]",{},Unknown,{}
479,"Medicaid, Uncontrolled, Subgroup",primary,Clinical and Economic Burden of Uncontrolled Epilepsy: Analyses From a Medicaid Database and a Private Health Plan Database,OG000,NA,"database records for participants with 2 or more consecutive changes in anti-epileptic drug (aed) therapy occurring at least 30 days apart and followed by 1 or more epilepsy-related inpatient or emergency department (ed) visits within the next 365 days. this subgroup was matched with participant records in the medicaid, well-controlled cohort",False,False,"[2, 30, 1, 365]","[['or', 'more', 'consecut'], ['day', 'apart', 'and'], ['or', 'more', 'epilepsy-rel'], ['day', 'thi', 'subgroup']]","[['or', 'more', 'consecut'], ['day', 'apart', 'and'], ['or', 'more', 'epilepsy-rel'], ['day', 'thi', 'subgroup']]",{},Unknown,{}
480,"Medicaid, Well Controlled",primary,Clinical and Economic Burden of Uncontrolled Epilepsy: Analyses From a Medicaid Database and a Private Health Plan Database,OG001,NA,database records for participants with an epilepsy diagnosis but no aed change and no epilepsy-related inpatient or ed visits,False,False,[],[],[],{},Unknown,{}
481,"Medicaid, Uncontrolled",primary,Clinical and Economic Burden of Uncontrolled Epilepsy: Analyses From a Medicaid Database and a Private Health Plan Database,OG002,NA,database records for participants with 2 or more consecutive changes in aed therapy occurring at least 30 days apart and followed by 1 or more epilepsy-related inpatient or ed visits within the next 365 days. this arm represents all participant records that met the criteria for uncontrolled epilepsy,False,False,"[2, 30, 1, 365]","[['or', 'more', 'consecut'], ['day', 'apart', 'and'], ['or', 'more', 'epilepsy-rel'], ['day', 'thi', 'arm']]","[['or', 'more', 'consecut'], ['day', 'apart', 'and'], ['or', 'more', 'epilepsy-rel'], ['day', 'thi', 'arm']]",{},Unknown,{}
482,"Medicaid, Intermediate",primary,Clinical and Economic Burden of Uncontrolled Epilepsy: Analyses From a Medicaid Database and a Private Health Plan Database,OG003,NA,database records for participants who are not classified as uncontrolled or well controlled,False,False,[],[],[],{},Unknown,{}
483,"Private, Uncontrolled, Subgroup",primary,Clinical and Economic Burden of Uncontrolled Epilepsy: Analyses From a Medicaid Database and a Private Health Plan Database,OG004,NA,"database records for participants with 2 or more consecutive changes in aed therapy occurring at least 30 days apart and followed by 1 or more epilepsy-related inpatient or ed visit within the next 365 days. this subgroup was matched with participant records in the private, well-controlled cohort.",False,False,"[2, 30, 1, 365]","[['or', 'more', 'consecut'], ['day', 'apart', 'and'], ['or', 'more', 'epilepsy-rel'], ['day', 'thi', 'subgroup']]","[['or', 'more', 'consecut'], ['day', 'apart', 'and'], ['or', 'more', 'epilepsy-rel'], ['day', 'thi', 'subgroup']]",{},Unknown,{}
484,"Private, Well Controlled",primary,Clinical and Economic Burden of Uncontrolled Epilepsy: Analyses From a Medicaid Database and a Private Health Plan Database,OG005,NA,database records for participants with an epilepsy diagnosis but no aed change and no epilepsy-related inpatient or ed visit,False,False,[],[],[],{},Unknown,{}
485,"Private, Uncontrolled",primary,Clinical and Economic Burden of Uncontrolled Epilepsy: Analyses From a Medicaid Database and a Private Health Plan Database,OG006,NA,database records for participants with 2 or more consecutive changes in aed therapy occurring at least 30 days apart and followed by 1 or more epilepsy-related inpatient or ed visit within the next 365 days. this arm represents all participant records that met the criteria for uncontrolled epilepsy.,False,False,"[2, 30, 1, 365]","[['or', 'more', 'consecut'], ['day', 'apart', 'and'], ['or', 'more', 'epilepsy-rel'], ['day', 'thi', 'arm']]","[['or', 'more', 'consecut'], ['day', 'apart', 'and'], ['or', 'more', 'epilepsy-rel'], ['day', 'thi', 'arm']]",{},Unknown,{}
486,"Private, Intermediate",primary,Clinical and Economic Burden of Uncontrolled Epilepsy: Analyses From a Medicaid Database and a Private Health Plan Database,OG007,NA,database records for participants who are not classified as uncontrolled or well controlled,False,False,[],[],[],{},Unknown,{}
487,Medical Care,primary,A Comparison of Non-Surgical Treatment Methods for Patients With Lumbar Spinal Stenosis,OG000,Parallel Assignment,"participants assigned to this group will see a board certified physical medicine and rehabilitation physician for a history and examination, after which a determination will be made about a course of treatment that involve medications that are individualized to the needs of each patient. these include any of the following:

nsaids, adjunctive analgesics, antidepressants,

lumbar epidural injection: prescribed by the physician if warranted due to severity of symptoms or lack of adequate response to oral medications. shared decision making with patient.",False,False,[],[],[],{},Unknown,{}
488,Group Exercise,primary,A Comparison of Non-Surgical Treatment Methods for Patients With Lumbar Spinal Stenosis,OG001,Parallel Assignment,"group exercise: community setting. this arm will involve attendance at community based group exercise classes that are taught by senior physical fitness instructors. these classes are designed specifically for older adults. exercise frequency will be 2 times per week, for a total of 12 visits over the 6-week research period. these exercise classes will be attended at local community senior centers which cater to the needs of older adults. the subjects can self-select which particular exercise class they prefer to attend, based upon their level of fitness and physical function.

group exercise: community setting: the group exercise will take place at community centers that provide exercise classes for older adult. the exercises are taught by certified fitness instructors in a group setting at these community centers.",False,False,"[2, 12, 6]","[['time', 'per', 'week,'], ['visit', 'over', 'the'], ['-week', 'research', 'period']]","[['time', 'per', 'week,'], ['visit', 'over', 'the'], ['-week', 'research', 'period']]","{2: ['time', 'per', 'week,']}",Unknown,{2: '/'}
489,Manual Therapy and Exercise,primary,A Comparison of Non-Surgical Treatment Methods for Patients With Lumbar Spinal Stenosis,OG002,Parallel Assignment,"this group of subjects will be treated with a combination of manual therapy and rehabilitative exercise procedures that are commonly used by physical therapists and chiropractors. subjects will be treated at a frequency of 2 times per week, for a total of 12 visits over the 6-week research period. treatments provided by licensed physical therapists and chiropractors include:

manual therapy: joint mobilizations of the lumbar spine, sacroiliac, and/or hip joints, as well as muscle stretching and neural mobilizations.

rehabilitative exercises: exercises will be tailored to the individual needs of each research participant by the treating physical therapist or chiropractor.",False,False,"[2, 12, 6]","[['time', 'per', 'week,'], ['visit', 'over', 'the'], ['-week', 'research', 'period']]","[['time', 'per', 'week,'], ['visit', 'over', 'the'], ['-week', 'research', 'period']]","{2: ['time', 'per', 'week,']}",Unknown,{2: '/'}
