,study_id,measure,type,conditions,single_condition,name,description
179,NCT02605187,Time to Discharge,Secondary,['Postoperative Pain'],Postoperative Pain,Patient-Driven Analgesic Protocol Selection for Post-Cesarean Pain Management,"This randomized, controlled study will include a simple, preoperative questionnaire to obtain baseline demographic and obstetric data; and complete questions (that have previously been shown to be predictive of postoperative pain) from which we will determine their expected and target postoperative pain scores. These questionnaires should take less than 3-4 minutes to complete.

The subject will then be randomized into ""choice"" and ""no choice"" groups. The randomization for choice vs. no choice will be at a 1:3 ratio i.e. 1 woman will get no choice and 3 will get a choice for their analgesic protocol. All women will receive the same medications for intraoperative anesthetic management -- only the postoperative pain medications will be altered.

The no choice group will receive the current standard analgesic protocol: medium dose intrathecal morphine, and around the clock acetaminophen po q6h and ibuprofen po q6h.

The group with the choice will be offered 3 different protocols:

1. low dose intrathecal morphine, and around the clock acetaminophen po q6h and ibuprofen po q6h. 2 medium dose intrathecal morphine, and around the clock acetaminophen po q6h and ibuprofen po q6h. 3. high dose intrathecal morphine, and around the clock acetaminophen po q6h and ibuprofen po q6h, as well as gabapentin po one time within 1 hr of delivery.

Women randomized to the ""choice"" group will select a protocol after being given a standard script explaining advantages and disadvantages of each protocol.

Drugs and doses utilized in the study are safe for postpartum women and within dose range routinely used at our and other institutions.

All breakthrough pain will be managed the same for all patients, and adequate analgesia will be available to treat post-operative pain.

Primary breakthrough rescue analgesic will be our standard oral opioid oxycodone managed using our current treatment algorithm. If pain 1-4 out of 10, 1 tablet (5 mg) will be offered, if pain >4 out of 10, 2 tablets (10 mg) will be offered PRN. Pain not responding to oral opioids will be offered IV morphine boluses or PCA as per standard treatment protocols. Additional analgesic options (e.g. TAP blocks) will also be available as per standard care.

Following standard Cesarean delivery, postoperative data will be collected (directly from patients and from the electronic medical record) by study investigators blinded to group assignment.

Outcome measures:

Pain scores at rest and on to sitting (VPS 0-10) collected at 3, 6, 12, 24, 36, 48 hours post-cesarean
Overall daily pain score and its deviation from target and expected pain score will be determined at 0-24 and >24-48 hours study periods.
Opioid use (oral and IV morphine) in the 0-24 and >24-48 hour study periods.
Time to first analgesic for breakthrough pain (minutes from spinal)
Side effect: Pruritus score (0-100), nausea score (0-100) and number of episodes of vomiting for the 0-24 and >24-48 hour post- operative periods
Any treatment of pruritus and/or nausea/vomiting
Satisfaction with postoperative analgesia score (0-100)
Discharge time (hours/minutes from surgery end)

Telephone follow-up for pain score, opioid use, and functional recovery will be performed at 1 week, 1 month, 3 months and 6 months post-Cesarean. The telephonic questions will last 3-4 minutes"
180,NCT02605187,Patient Overall Satisfaction With Postoperative Analgesia,Secondary,['Postoperative Pain'],Postoperative Pain,Patient-Driven Analgesic Protocol Selection for Post-Cesarean Pain Management,"This randomized, controlled study will include a simple, preoperative questionnaire to obtain baseline demographic and obstetric data; and complete questions (that have previously been shown to be predictive of postoperative pain) from which we will determine their expected and target postoperative pain scores. These questionnaires should take less than 3-4 minutes to complete.

The subject will then be randomized into ""choice"" and ""no choice"" groups. The randomization for choice vs. no choice will be at a 1:3 ratio i.e. 1 woman will get no choice and 3 will get a choice for their analgesic protocol. All women will receive the same medications for intraoperative anesthetic management -- only the postoperative pain medications will be altered.

The no choice group will receive the current standard analgesic protocol: medium dose intrathecal morphine, and around the clock acetaminophen po q6h and ibuprofen po q6h.

The group with the choice will be offered 3 different protocols:

1. low dose intrathecal morphine, and around the clock acetaminophen po q6h and ibuprofen po q6h. 2 medium dose intrathecal morphine, and around the clock acetaminophen po q6h and ibuprofen po q6h. 3. high dose intrathecal morphine, and around the clock acetaminophen po q6h and ibuprofen po q6h, as well as gabapentin po one time within 1 hr of delivery.

Women randomized to the ""choice"" group will select a protocol after being given a standard script explaining advantages and disadvantages of each protocol.

Drugs and doses utilized in the study are safe for postpartum women and within dose range routinely used at our and other institutions.

All breakthrough pain will be managed the same for all patients, and adequate analgesia will be available to treat post-operative pain.

Primary breakthrough rescue analgesic will be our standard oral opioid oxycodone managed using our current treatment algorithm. If pain 1-4 out of 10, 1 tablet (5 mg) will be offered, if pain >4 out of 10, 2 tablets (10 mg) will be offered PRN. Pain not responding to oral opioids will be offered IV morphine boluses or PCA as per standard treatment protocols. Additional analgesic options (e.g. TAP blocks) will also be available as per standard care.

Following standard Cesarean delivery, postoperative data will be collected (directly from patients and from the electronic medical record) by study investigators blinded to group assignment.

Outcome measures:

Pain scores at rest and on to sitting (VPS 0-10) collected at 3, 6, 12, 24, 36, 48 hours post-cesarean
Overall daily pain score and its deviation from target and expected pain score will be determined at 0-24 and >24-48 hours study periods.
Opioid use (oral and IV morphine) in the 0-24 and >24-48 hour study periods.
Time to first analgesic for breakthrough pain (minutes from spinal)
Side effect: Pruritus score (0-100), nausea score (0-100) and number of episodes of vomiting for the 0-24 and >24-48 hour post- operative periods
Any treatment of pruritus and/or nausea/vomiting
Satisfaction with postoperative analgesia score (0-100)
Discharge time (hours/minutes from surgery end)

Telephone follow-up for pain score, opioid use, and functional recovery will be performed at 1 week, 1 month, 3 months and 6 months post-Cesarean. The telephonic questions will last 3-4 minutes"
181,NCT00243152,Subjective Ratings of Pain During Magnetic Resonance Scanning,Secondary,['Facial Neuropathy'],Facial Neuropathy,Evaluation of Lamotrigine on Neuropathic Facial Pain Using fMRI,"Currently there are no pharmacological agents that can control neuropathic pain akin to the efficacy of antibiotics for bacterial infection. All current neuropathic pain drugs have approximately the same efficacy of less than 30% in controlled trials, and many of these drugs do not have known mechanisms of action. fMRI studies may provide insight into how brain circuitry is altered by chronic pain, and how these drugs act on altered circuitry. The trigeminal system in particular offers unique advantages for studying such alterations, including a large central representation and high degree of somatotopy. The administration of lamotrigine to neuropathic pain patients in conjunction with fMRI will allow us to compare subjective ratings of pain with objective measures of neural activity during increased conditions of allodynia/hyperalgesia."
182,NCT02887404,Quality of Recovery,Primary,['Posterior Spine Surgery'],Posterior Spine Surgery,Evaluation of Spine Surgery Analgesic Pathway: A Randomized Controlled Trial,"This is a randomized controlled trial comparing ""spine surgery analgesic pathway"" with ""usual care"" in improving postoperative quality of recovery and pain management in spine surgery patients. At the time of surgery office visit or at the time of preoperative assessment by anesthesia care team, risk factor for suboptimal pain management will be identified and documented. Patients will be assessed at the time for surgical office visit for their risk for severe post-operative pain. Patients with 2 or more risk factors will be classified as high-risk for severe postoperative pain and the patients with less than 2 factors as low risk. After obtaining informed consent spine surgery patients will be randomized 1:1 in one of the 2 study groups on the day of the surgery:

""Usual care"" group A
""Care pathway"" group B

If the participant is randomized to the ""spine surgery analgesic pathway"" group the participant will be evaluated by the Acute Pain Management Service (APMS) before the surgery for their specific pain management needs. The participant will also get some additional medication for pain in preoperative and intraoperative period. Before surgery the participant will receive Acetaminophen and Gabapentin pills. During the surgery, once the participant is asleep the participant will receive an infusion of ketamine and lidocaine through the participant venous line. After the surgery the participant will receive pain medications as per current standard protocol including acetaminophen and gabapentin. Pain management team specialist will follow for pain control after a surgery as needed.

If the participant is randomized to the ""usual care"" group the participant will be given placebo preoperatively; the rest of the time pain medication will be provided in a routine manner as per the anesthesia care team and the surgical team. Pain management team specialist will follow for pain control after a surgery as needed.

The primary outcome will be assessed on post-operative day 3: The participants will complete a short survey about quality of recovery."
183,NCT02887404,Opioid Utilization,Secondary,['Posterior Spine Surgery'],Posterior Spine Surgery,Evaluation of Spine Surgery Analgesic Pathway: A Randomized Controlled Trial,"This is a randomized controlled trial comparing ""spine surgery analgesic pathway"" with ""usual care"" in improving postoperative quality of recovery and pain management in spine surgery patients. At the time of surgery office visit or at the time of preoperative assessment by anesthesia care team, risk factor for suboptimal pain management will be identified and documented. Patients will be assessed at the time for surgical office visit for their risk for severe post-operative pain. Patients with 2 or more risk factors will be classified as high-risk for severe postoperative pain and the patients with less than 2 factors as low risk. After obtaining informed consent spine surgery patients will be randomized 1:1 in one of the 2 study groups on the day of the surgery:

""Usual care"" group A
""Care pathway"" group B

If the participant is randomized to the ""spine surgery analgesic pathway"" group the participant will be evaluated by the Acute Pain Management Service (APMS) before the surgery for their specific pain management needs. The participant will also get some additional medication for pain in preoperative and intraoperative period. Before surgery the participant will receive Acetaminophen and Gabapentin pills. During the surgery, once the participant is asleep the participant will receive an infusion of ketamine and lidocaine through the participant venous line. After the surgery the participant will receive pain medications as per current standard protocol including acetaminophen and gabapentin. Pain management team specialist will follow for pain control after a surgery as needed.

If the participant is randomized to the ""usual care"" group the participant will be given placebo preoperatively; the rest of the time pain medication will be provided in a routine manner as per the anesthesia care team and the surgical team. Pain management team specialist will follow for pain control after a surgery as needed.

The primary outcome will be assessed on post-operative day 3: The participants will complete a short survey about quality of recovery."
184,NCT02887404,Time-weighted Pain Score,Secondary,['Posterior Spine Surgery'],Posterior Spine Surgery,Evaluation of Spine Surgery Analgesic Pathway: A Randomized Controlled Trial,"This is a randomized controlled trial comparing ""spine surgery analgesic pathway"" with ""usual care"" in improving postoperative quality of recovery and pain management in spine surgery patients. At the time of surgery office visit or at the time of preoperative assessment by anesthesia care team, risk factor for suboptimal pain management will be identified and documented. Patients will be assessed at the time for surgical office visit for their risk for severe post-operative pain. Patients with 2 or more risk factors will be classified as high-risk for severe postoperative pain and the patients with less than 2 factors as low risk. After obtaining informed consent spine surgery patients will be randomized 1:1 in one of the 2 study groups on the day of the surgery:

""Usual care"" group A
""Care pathway"" group B

If the participant is randomized to the ""spine surgery analgesic pathway"" group the participant will be evaluated by the Acute Pain Management Service (APMS) before the surgery for their specific pain management needs. The participant will also get some additional medication for pain in preoperative and intraoperative period. Before surgery the participant will receive Acetaminophen and Gabapentin pills. During the surgery, once the participant is asleep the participant will receive an infusion of ketamine and lidocaine through the participant venous line. After the surgery the participant will receive pain medications as per current standard protocol including acetaminophen and gabapentin. Pain management team specialist will follow for pain control after a surgery as needed.

If the participant is randomized to the ""usual care"" group the participant will be given placebo preoperatively; the rest of the time pain medication will be provided in a routine manner as per the anesthesia care team and the surgical team. Pain management team specialist will follow for pain control after a surgery as needed.

The primary outcome will be assessed on post-operative day 3: The participants will complete a short survey about quality of recovery."
185,NCT02887404,Secondary Outcome: 24-h Opioid Consumption,Post-Hoc,['Posterior Spine Surgery'],Posterior Spine Surgery,Evaluation of Spine Surgery Analgesic Pathway: A Randomized Controlled Trial,"This is a randomized controlled trial comparing ""spine surgery analgesic pathway"" with ""usual care"" in improving postoperative quality of recovery and pain management in spine surgery patients. At the time of surgery office visit or at the time of preoperative assessment by anesthesia care team, risk factor for suboptimal pain management will be identified and documented. Patients will be assessed at the time for surgical office visit for their risk for severe post-operative pain. Patients with 2 or more risk factors will be classified as high-risk for severe postoperative pain and the patients with less than 2 factors as low risk. After obtaining informed consent spine surgery patients will be randomized 1:1 in one of the 2 study groups on the day of the surgery:

""Usual care"" group A
""Care pathway"" group B

If the participant is randomized to the ""spine surgery analgesic pathway"" group the participant will be evaluated by the Acute Pain Management Service (APMS) before the surgery for their specific pain management needs. The participant will also get some additional medication for pain in preoperative and intraoperative period. Before surgery the participant will receive Acetaminophen and Gabapentin pills. During the surgery, once the participant is asleep the participant will receive an infusion of ketamine and lidocaine through the participant venous line. After the surgery the participant will receive pain medications as per current standard protocol including acetaminophen and gabapentin. Pain management team specialist will follow for pain control after a surgery as needed.

If the participant is randomized to the ""usual care"" group the participant will be given placebo preoperatively; the rest of the time pain medication will be provided in a routine manner as per the anesthesia care team and the surgical team. Pain management team specialist will follow for pain control after a surgery as needed.

The primary outcome will be assessed on post-operative day 3: The participants will complete a short survey about quality of recovery."
186,NCT02887404,Secondary Outcome: 24h Time-weighted Average Pain Score,Post-Hoc,['Posterior Spine Surgery'],Posterior Spine Surgery,Evaluation of Spine Surgery Analgesic Pathway: A Randomized Controlled Trial,"This is a randomized controlled trial comparing ""spine surgery analgesic pathway"" with ""usual care"" in improving postoperative quality of recovery and pain management in spine surgery patients. At the time of surgery office visit or at the time of preoperative assessment by anesthesia care team, risk factor for suboptimal pain management will be identified and documented. Patients will be assessed at the time for surgical office visit for their risk for severe post-operative pain. Patients with 2 or more risk factors will be classified as high-risk for severe postoperative pain and the patients with less than 2 factors as low risk. After obtaining informed consent spine surgery patients will be randomized 1:1 in one of the 2 study groups on the day of the surgery:

""Usual care"" group A
""Care pathway"" group B

If the participant is randomized to the ""spine surgery analgesic pathway"" group the participant will be evaluated by the Acute Pain Management Service (APMS) before the surgery for their specific pain management needs. The participant will also get some additional medication for pain in preoperative and intraoperative period. Before surgery the participant will receive Acetaminophen and Gabapentin pills. During the surgery, once the participant is asleep the participant will receive an infusion of ketamine and lidocaine through the participant venous line. After the surgery the participant will receive pain medications as per current standard protocol including acetaminophen and gabapentin. Pain management team specialist will follow for pain control after a surgery as needed.

If the participant is randomized to the ""usual care"" group the participant will be given placebo preoperatively; the rest of the time pain medication will be provided in a routine manner as per the anesthesia care team and the surgical team. Pain management team specialist will follow for pain control after a surgery as needed.

The primary outcome will be assessed on post-operative day 3: The participants will complete a short survey about quality of recovery."
187,NCT01390909,Average Annualized Costs,Primary,['Epilepsy'],Epilepsy,Clinical and Economic Burden of Uncontrolled Epilepsy: Analyses From a Medicaid Database and a Private Health Plan Database,NA
188,NCT01943435,Swiss Spinal Stenosis (SSS) Questionnaire Score,Primary,['Lumbar Spinal Stenosis'],Lumbar Spinal Stenosis,A Comparison of Non-Surgical Treatment Methods for Patients With Lumbar Spinal Stenosis,"BACKGROUND: Lumbar spinal stenosis (LSS) is a condition that is highly prevalent in the senior citizen population. LSS is the most frequent indication for spinal surgery in patients over the age of 65 years. The fastest growth in lumbar surgery in the U.S. this past decade has occurred in older adults with LSS and the rate of complex fusion procedures has increased 15-fold. These surgical procedures are associated with significant health care costs, risks, complications, and re-hospitalization rates. Yet, evidence is lacking for the effectiveness of the various non-surgical treatments offered to patients with LSS. This knowledge gap has greatly hindered the development of clinical practice guidelines relevant to the non-surgical treatment approaches for LSS.

OBJECTIVES: This study will perform a comparison of three common approaches to the non-surgical management and treatment of patients with LSS. The specific research questions associated with this study are: (1) How do group exercise and manual therapy with rehabilitative exercise compare with medical care? (2) How do group exercise and manual therapy with rehabilitative exercise compare with each other? (3) Are there any baseline predictors associated with clinical improvement in any of these non-surgical treatment approaches? The long term objective of this study is to produce research evidence relevant to community stakeholders and to inform better decision making about non-surgical treatment options available to LSS patients.

METHODS: This will be a comparative effectiveness study utilizing the research design of a randomized controlled clinical trial (RCT). It will be a 3-group RCT that allows for pragmatic treatment approaches in each of the three study arms. The study sample will consist of 259 older adults (>60 years) who have symptoms consistent with a diagnosis of LSS, which will be confirmed by clinical examination and diagnostic imaging. Eligible subjects will be randomized into one of three pragmatic treatment approaches: 1) medical care; 2) group exercise; or 3) manual therapy with rehabilitative exercise.

All subjects will be treated for a 6-week course of care. Primary outcome measures are two validated research measurement tools; the Swiss Spinal Stenosis Questionnaire (self-reported pain/function) and the Self Paced Walking Test (performance-based measure). We will also employ a novel secondary outcome measure; the Sense Wear Armband which provides a real-time measure of physical activity during normal daily living."
189,NCT01943435,Self Paced Walking Test (SPWT),Secondary,['Lumbar Spinal Stenosis'],Lumbar Spinal Stenosis,A Comparison of Non-Surgical Treatment Methods for Patients With Lumbar Spinal Stenosis,"BACKGROUND: Lumbar spinal stenosis (LSS) is a condition that is highly prevalent in the senior citizen population. LSS is the most frequent indication for spinal surgery in patients over the age of 65 years. The fastest growth in lumbar surgery in the U.S. this past decade has occurred in older adults with LSS and the rate of complex fusion procedures has increased 15-fold. These surgical procedures are associated with significant health care costs, risks, complications, and re-hospitalization rates. Yet, evidence is lacking for the effectiveness of the various non-surgical treatments offered to patients with LSS. This knowledge gap has greatly hindered the development of clinical practice guidelines relevant to the non-surgical treatment approaches for LSS.

OBJECTIVES: This study will perform a comparison of three common approaches to the non-surgical management and treatment of patients with LSS. The specific research questions associated with this study are: (1) How do group exercise and manual therapy with rehabilitative exercise compare with medical care? (2) How do group exercise and manual therapy with rehabilitative exercise compare with each other? (3) Are there any baseline predictors associated with clinical improvement in any of these non-surgical treatment approaches? The long term objective of this study is to produce research evidence relevant to community stakeholders and to inform better decision making about non-surgical treatment options available to LSS patients.

METHODS: This will be a comparative effectiveness study utilizing the research design of a randomized controlled clinical trial (RCT). It will be a 3-group RCT that allows for pragmatic treatment approaches in each of the three study arms. The study sample will consist of 259 older adults (>60 years) who have symptoms consistent with a diagnosis of LSS, which will be confirmed by clinical examination and diagnostic imaging. Eligible subjects will be randomized into one of three pragmatic treatment approaches: 1) medical care; 2) group exercise; or 3) manual therapy with rehabilitative exercise.

All subjects will be treated for a 6-week course of care. Primary outcome measures are two validated research measurement tools; the Swiss Spinal Stenosis Questionnaire (self-reported pain/function) and the Self Paced Walking Test (performance-based measure). We will also employ a novel secondary outcome measure; the Sense Wear Armband which provides a real-time measure of physical activity during normal daily living."
190,NCT01943435,Sense Wear Armband,Other Pre-specified,['Lumbar Spinal Stenosis'],Lumbar Spinal Stenosis,A Comparison of Non-Surgical Treatment Methods for Patients With Lumbar Spinal Stenosis,"BACKGROUND: Lumbar spinal stenosis (LSS) is a condition that is highly prevalent in the senior citizen population. LSS is the most frequent indication for spinal surgery in patients over the age of 65 years. The fastest growth in lumbar surgery in the U.S. this past decade has occurred in older adults with LSS and the rate of complex fusion procedures has increased 15-fold. These surgical procedures are associated with significant health care costs, risks, complications, and re-hospitalization rates. Yet, evidence is lacking for the effectiveness of the various non-surgical treatments offered to patients with LSS. This knowledge gap has greatly hindered the development of clinical practice guidelines relevant to the non-surgical treatment approaches for LSS.

OBJECTIVES: This study will perform a comparison of three common approaches to the non-surgical management and treatment of patients with LSS. The specific research questions associated with this study are: (1) How do group exercise and manual therapy with rehabilitative exercise compare with medical care? (2) How do group exercise and manual therapy with rehabilitative exercise compare with each other? (3) Are there any baseline predictors associated with clinical improvement in any of these non-surgical treatment approaches? The long term objective of this study is to produce research evidence relevant to community stakeholders and to inform better decision making about non-surgical treatment options available to LSS patients.

METHODS: This will be a comparative effectiveness study utilizing the research design of a randomized controlled clinical trial (RCT). It will be a 3-group RCT that allows for pragmatic treatment approaches in each of the three study arms. The study sample will consist of 259 older adults (>60 years) who have symptoms consistent with a diagnosis of LSS, which will be confirmed by clinical examination and diagnostic imaging. Eligible subjects will be randomized into one of three pragmatic treatment approaches: 1) medical care; 2) group exercise; or 3) manual therapy with rehabilitative exercise.

All subjects will be treated for a 6-week course of care. Primary outcome measures are two validated research measurement tools; the Swiss Spinal Stenosis Questionnaire (self-reported pain/function) and the Self Paced Walking Test (performance-based measure). We will also employ a novel secondary outcome measure; the Sense Wear Armband which provides a real-time measure of physical activity during normal daily living."
191,NCT02099006,Reduction in Daily Genital Pain.,Primary,['Female Genital Diseases'],Female Genital Diseases,Novel Topical Therapies for the Treatment of Genital Pain,"Vulvodynia is defined as burning pain, occurring in the absence of any visible finding or a clinically identifiable nervous disorder. Current treatments include vulvar care measure, topical medications, oral medications, biofeedback, physical therapy and surgery. The usual treatment is to have the patient take either tricyclic antidepressants or anti convulsants orally, however these methods seldom bring total relief. These drugs do have significant side effects limiting the patient's tolerance of the higher does sometimes needed. An effective topical medication would greatly benefit these women with fewer side effects and better tolerance. Topical amitriptyline and baclofen are often prescribed, but no studies have been done to support their use. Topical gabapentin has also been shown to have good effect, but no prospective clinical study as been done.

This study will test topical application of Cetaphil, Loperamide, Gabapentin, Ketoprofen, Ketamine and Amitriptyline over a 19 week period in the first phase of the study. The drugs are compounded by the University of Rochester research pharmacy and dispensed in 19 vials, one vial to be used each week. Patients and study personnel are blinded as to which drug is being used. Each study participant was given a week of placebo at the initiation of the study. Each study compound, which contains both the drug and the base (Cetaphil) will be used twice a day for two weeks in a row, followed by a one week washout of base alone. If a patient finds that one of the drugs is effective she may stop participation after the first 13 weeks and request that the most effective drug be prescribed for her. The unblinding officer would then work with the research pharmacy to identify the effective drug and provide the patient with a prescription for that drug. If the patient desires, she may enroll in the second phase of the study when she will test the last two drugs over a six week period with the washout as in the first segment of the study. The drugs would be administered in vials as in the first section of the study.

Every week on Sunday the patient will complete an electronic diary, recording her daily pain, any drug side effects, pain with the tampon test and overall health. Every three weeks she will complete the Female Sexual Function Index on the same electronic system. She would start her new drug on Monday each week. Additionally the coordinator of the study will call each patient on Wednesday to see if they are having any problems with the drug started on Monday.

All patients who could become pregnant are required to maintain effective contraception throughout the study."
192,NCT02099006,Reduction in Tampon Test Pain,Secondary,['Female Genital Diseases'],Female Genital Diseases,Novel Topical Therapies for the Treatment of Genital Pain,"Vulvodynia is defined as burning pain, occurring in the absence of any visible finding or a clinically identifiable nervous disorder. Current treatments include vulvar care measure, topical medications, oral medications, biofeedback, physical therapy and surgery. The usual treatment is to have the patient take either tricyclic antidepressants or anti convulsants orally, however these methods seldom bring total relief. These drugs do have significant side effects limiting the patient's tolerance of the higher does sometimes needed. An effective topical medication would greatly benefit these women with fewer side effects and better tolerance. Topical amitriptyline and baclofen are often prescribed, but no studies have been done to support their use. Topical gabapentin has also been shown to have good effect, but no prospective clinical study as been done.

This study will test topical application of Cetaphil, Loperamide, Gabapentin, Ketoprofen, Ketamine and Amitriptyline over a 19 week period in the first phase of the study. The drugs are compounded by the University of Rochester research pharmacy and dispensed in 19 vials, one vial to be used each week. Patients and study personnel are blinded as to which drug is being used. Each study participant was given a week of placebo at the initiation of the study. Each study compound, which contains both the drug and the base (Cetaphil) will be used twice a day for two weeks in a row, followed by a one week washout of base alone. If a patient finds that one of the drugs is effective she may stop participation after the first 13 weeks and request that the most effective drug be prescribed for her. The unblinding officer would then work with the research pharmacy to identify the effective drug and provide the patient with a prescription for that drug. If the patient desires, she may enroll in the second phase of the study when she will test the last two drugs over a six week period with the washout as in the first segment of the study. The drugs would be administered in vials as in the first section of the study.

Every week on Sunday the patient will complete an electronic diary, recording her daily pain, any drug side effects, pain with the tampon test and overall health. Every three weeks she will complete the Female Sexual Function Index on the same electronic system. She would start her new drug on Monday each week. Additionally the coordinator of the study will call each patient on Wednesday to see if they are having any problems with the drug started on Monday.

All patients who could become pregnant are required to maintain effective contraception throughout the study."
193,NCT00068770,"Effects of Hepatic Enzyme Inducing Drugs Such as Anticonvulsants, on the PK of Celecoxib",Primary,['Brain and Central Nervous System Tumors'],Brain and Central Nervous System Tumors,A Pharmacokinetic Study of the Interaction Between Celecoxib and Anticonvulsant Drugs in Patients With Newly Diagnosed Glioblastoma Multiforme Undergoing Radiation Therapy,"OBJECTIVES:

Primary

Determine the effects of hepatic enzyme-inducing drugs, such as anticonvulsants, on the pharmacokinetics of celecoxib in patients with newly diagnosed glioblastoma multiforme undergoing radiotherapy.
Determine the effects of steroids on the pharmacokinetics of celecoxib in these patients.

Secondary

Determine the safety of celecoxib in these patients.
Determine the duration of survival of patients treated with this regimen.

OUTLINE: This is a multicenter study.

Patients are assigned to 1 of 2 groups based on anticonvulsant therapy.

Group A: Patients treated with any of the following anticonvulsant drugs that induce hepatic metabolic enzymes:

Phenytoin
Carbamazepine
Phenobarbital
Primidone
Oxcarbazepine

Group B: Patients treated with any of the following anticonvulsant drugs that cause modest or no induction of hepatic metabolic enzymes OR no anticonvulsant drug:

Gabapentin
Lamotrigine
Valproic acid
Levetiracetam
Tiagabine
Topiramate
Zonisamide
Felbamate
Induction therapy: Patients in both groups receive oral celecoxib twice* daily on weeks 1-11 and undergo radiotherapy 5 days a week on weeks 2-7.
Maintenance therapy: Patients receive oral celecoxib twice daily. Courses repeat every 4 weeks in the absence of disease progression or unacceptable toxicity.

NOTE: *Patients receive only 1 dose on the first day of celecoxib administration.

Patients are followed every 2 months.

PROJECTED ACCRUAL: A total of 44 patients (22 per group) will be accrued for this study within approximately 8 months."
194,NCT00068770,Overall Survival,Secondary,['Brain and Central Nervous System Tumors'],Brain and Central Nervous System Tumors,A Pharmacokinetic Study of the Interaction Between Celecoxib and Anticonvulsant Drugs in Patients With Newly Diagnosed Glioblastoma Multiforme Undergoing Radiation Therapy,"OBJECTIVES:

Primary

Determine the effects of hepatic enzyme-inducing drugs, such as anticonvulsants, on the pharmacokinetics of celecoxib in patients with newly diagnosed glioblastoma multiforme undergoing radiotherapy.
Determine the effects of steroids on the pharmacokinetics of celecoxib in these patients.

Secondary

Determine the safety of celecoxib in these patients.
Determine the duration of survival of patients treated with this regimen.

OUTLINE: This is a multicenter study.

Patients are assigned to 1 of 2 groups based on anticonvulsant therapy.

Group A: Patients treated with any of the following anticonvulsant drugs that induce hepatic metabolic enzymes:

Phenytoin
Carbamazepine
Phenobarbital
Primidone
Oxcarbazepine

Group B: Patients treated with any of the following anticonvulsant drugs that cause modest or no induction of hepatic metabolic enzymes OR no anticonvulsant drug:

Gabapentin
Lamotrigine
Valproic acid
Levetiracetam
Tiagabine
Topiramate
Zonisamide
Felbamate
Induction therapy: Patients in both groups receive oral celecoxib twice* daily on weeks 1-11 and undergo radiotherapy 5 days a week on weeks 2-7.
Maintenance therapy: Patients receive oral celecoxib twice daily. Courses repeat every 4 weeks in the absence of disease progression or unacceptable toxicity.

NOTE: *Patients receive only 1 dose on the first day of celecoxib administration.

Patients are followed every 2 months.

PROJECTED ACCRUAL: A total of 44 patients (22 per group) will be accrued for this study within approximately 8 months."
195,NCT00404248,Pharmacokinetics - Total Body Clearance,Secondary,['Brain and Central Nervous System Tumors'],Brain and Central Nervous System Tumors,Phase I/II Study of Intravenous Infusion of Tetra-o-Methyl Nordihydroguaiaretic Acid (EM-1421) in Subjects With Recurrent High Grade Glioma,"OBJECTIVES:

Primary

Determine the maximum tolerated dose (MTD) of tetra-O-methyl nordihydroguaiaretic acid (EM-1421) in patients with recurrent high-grade glioma. (Phase I)
Determine the response rate in patients treated with EM-1421 administered at the MTD. (Phase II)

Secondary

Describe the pharmacokinetics of EM-1421 in these patients. (Phase I)
Determine the effects of hepatic enzyme-inducing anticonvulsants on the pharmacokinetic profile of EM-1421 in these patients. (Phase I)
Determine the toxicity of this drug in these patients. (Phase I)
Assess the tolerability of this drug in these patients. (Phase I)
Assess the antitumor activity of this drug, in terms of overall survival. (Phase I)
Assess the overall survival of these patients. (Phase II)
Assess the safety and tolerability of EM-1421 given at the MTD in these patients. (Phase II)

OUTLINE: This is a multicenter, phase I, dose-escalation study followed by a phase II, open-label study. Patients are stratified according to the use of cytochrome P450-inducing anticonvulsants (use of anticonvulsant drugs that induce hepatic metabolic enzymes vs use of anticonvulsant drugs that cause modest or no induction of hepatic metabolic enzymes or no use of anticonvulsant drugs).

Phase I: Patients receive tetra-O-methyl nordihydroguaiaretic acid (EM-1421) IV on days 1-5. Treatment repeats every 28 days in the absence of disease progression or unacceptable toxicity.

Cohorts of 3-6 patients receive escalating doses of EM-1421 until the maximum tolerated dose (MTD) is determined. The MTD is defined as the dose preceding that at which 2 of 3 or 3 of 6 patients experience dose-limiting toxicity.

Phase II: Patients receive EM-1421 as in phase I at the MTD. Blood is collected on days 1 and 5 of courses 1 and 2 of treatment for pharmacokinetic studies.

After completion of study therapy, patients are followed every 2 months.

PROJECTED ACCRUAL: A total of 50 patients will be accrued for this study."
